zip,internet_adoption_rate,median_income,total_population,pct_seniors,pct_under18,poverty_rate,pct_white,pct_black,pct_hispanic,pct_bachelor_plus,acs_year,avg_household_size,city,state,NAME,area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,fcc_10mbps_coverage,fcc_25mbps_coverage,fcc_100mbps_coverage,fcc_250mbps_coverage,fcc_gigabit_coverage,cluster,lime_top_features,MSA,County
92253,0.8352091601066944,92744,37898,0.30173096205604516,0.1829120270198955,0.09532002752924983,0.6520396854715288,0.01963164283075624,0.36532270832233893,0.2587471634387039,2022,2.46,LA QUINTA,CA,"la quinta, california",Total,Census Place,640354,La Quinta,"La Quinta city, CA",26453,R,Any Technology,1.0,1.0,1.0,1.0,0.9539,0.6753,0,"% White: 65%, Avg Household Size: 2.5, % Seniors: 30%",Los Angeles,Riverside County
92260,0.7676534492123845,68750,31039,0.363059376912916,0.1348625922226876,0.15182225687000583,0.6923225619382067,0.020780308643964046,0.2752988176165469,0.2918908469989368,2022,2.09,PALM DESERT,CA,"palm desert, california",Total,Census Place,655184,Palm Desert,"Palm Desert city, CA",42725,R,Any Technology,1.0,1.0,1.0,1.0,0.8697,0.2663,0,"% White: 69%, Avg Household Size: 2.1, Median Income: $68,750",Los Angeles,Riverside County
92262,0.7366651383157573,63710,25856,0.28817295792079206,0.11374535891089109,0.16452966317688114,0.6806157178217822,0.09815903465346534,0.2688737623762376,0.3034112004950495,2022,1.94,PALM SPRINGS,CA,"palm springs, california",Total,Census Place,655254,Palm Springs,"Palm Springs city, CA",42644,R,Any Technology,1.0,1.0,1.0,1.0,0.927,0.2932,0,"% White: 68%, Avg Household Size: 1.9, Median Income: $63,710",Los Angeles,Riverside County
92264,0.7716752714972405,70305,20229,0.375945424885066,0.05862870136932127,0.10770451952175424,0.7542142468733007,0.02041623411933363,0.20020762271985762,0.37307825399179395,2022,1.79,PALM SPRINGS,CA,"palm springs, california",Total,Census Place,655254,Palm Springs,"Palm Springs city, CA",42644,R,Any Technology,1.0,1.0,1.0,1.0,0.927,0.2932,0,"% Bachelor Plus: 37%, % Hispanic: 20%, % White: 75%",Los Angeles,Riverside County
92270,0.8236977676016027,105557,17257,0.49875412875934405,0.08651561685113288,0.1101014246350472,0.8274323462942574,0.015529929883525527,0.1159529466303529,0.36958915222808136,2022,1.95,RANCHO MIRAGE,CA,"rancho mirage, california",Total,Census Place,659500,Rancho Mirage,"Rancho Mirage city, CA",16339,R,Any Technology,1.0,1.0,1.0,1.0,0.9256,0.0391,0,"% Bachelor Plus: 37%, % Hispanic: 12%, % White: 83%",Los Angeles,Riverside County
92277,0.7036438017315194,50957,27370,0.08849104859335039,0.2993788819875776,0.17857012250868531,0.6182316404822799,0.07614176105224699,0.2379247351114359,0.1393496529046401,2022,2.6,TWENTYNINE PALMS,CA,"twentynine palms, california",Total,Census Place,680994,Twentynine Palms,"Twentynine Palms city, CA",10157,R,Any Technology,1.0,1.0,1.0,1.0,0.8935,0.4629,1,"Median Income: $50,957, Poverty Rate: 18%, % Under 18: 30%",Los Angeles,San Bernardino County
92284,0.6359200076547699,50729,25741,0.21036478769278583,0.23110990249019076,0.20549553781117896,0.7254574414358417,0.03325434132318092,0.2482421040363622,0.13010372557398703,2022,2.44,YUCCA VALLEY,CA,"yucca valley, california",Total,Census Place,687056,Yucca Valley,"Yucca Valley town, CA",11188,R,Any Technology,1.0,1.0,1.0,1.0,0.9602,0.2945,0,"Avg Household Size: 2.4, % White: 73%, % Seniors: 21%",Los Angeles,San Bernardino County
92301,0.7674694891456961,61709,38565,0.07371969402307792,0.3331777518475301,0.18194929827481002,0.34694671334111243,0.15052508751458576,0.6922598210812914,0.04016595358485674,2022,3.91,ADELANTO,CA,"adelanto, california",Total,Census Place,600296,Adelanto,"Adelanto city, CA",10859,R,Any Technology,1.0,1.0,1.0,1.0,0.9389,0.6618,1,"% Hispanic: 69%, % Bachelor Plus: 4%, Avg Household Size: 3.9",Los Angeles,San Bernardino County
92307,0.769548251538346,71450,40534,0.15002220358217794,0.26380322692060987,0.1454486556527373,0.6224157497409583,0.07179158237528988,0.3760546701534514,0.12554892189273203,2022,3.02,APPLE VALLEY,CA,"apple valley, california",Total,Census Place,602364,Apple Valley,"Apple Valley town, CA",31172,R,Any Technology,1.0,1.0,1.0,1.0,0.9331,0.77,1,"% White: 62%, % Bachelor Plus: 13%, % Under 18: 26%",Los Angeles,San Bernardino County
92308,0.7136077070199051,60717,43191,0.17626357342964968,0.3058507559445255,0.1853409993923246,0.642170822625084,0.07659003033039291,0.385566437452247,0.1027991942765854,2022,3.04,APPLE VALLEY,CA,"apple valley, california",Total,Census Place,602364,Apple Valley,"Apple Valley town, CA",31172,R,Any Technology,1.0,1.0,1.0,1.0,0.9331,0.77,1,"% Bachelor Plus: 10%, % White: 64%, Median Income: $60,717",Los Angeles,San Bernardino County
92311,0.5100963552576456,57687,34226,0.12735931747794074,0.30321977444048387,0.2134047147209323,0.4846607841991468,0.12741775258575352,0.47861275054052477,0.06559340851983872,2022,2.83,BARSTOW,CA,"barstow, california",Total,Census Place,604030,Barstow,"Barstow city, CA",11587,R,Any Technology,1.0,1.0,1.0,1.0,0.9026,0.5348,1,"% Bachelor Plus: 7%, Median Income: $57,687, Poverty Rate: 21%",Los Angeles,San Bernardino County
92313,0.7209802235597592,89781,13104,0.153998778998779,0.2139041514041514,0.0744254203300941,0.5573107448107448,0.045177045177045176,0.5121336996336996,0.1984126984126984,2022,2.77,GRAND TERRACE,CA,"grand terrace, california",Total,Census Place,630658,Grand Terrace,"Grand Terrace city, CA",5769,R,Any Technology,1.0,1.0,1.0,1.0,0.9362,0.0036,0,"Poverty Rate: 7%, % Bachelor Plus: 20%, % White: 56%",Los Angeles,San Bernardino County
92315,0.8028419182948491,71653,5228,0.22398622800306045,0.2169089517980107,0.13416506717850288,0.7762050497322112,0.002486610558530987,0.28672532517214994,0.2350803366488141,2022,2.31,BIG BEAR LAKE,CA,"big bear lake, california",Total,Census Place,606434,Big Bear Lake,"Big Bear Lake city, CA",10218,R,Any Technology,1.0,1.0,1.0,1.0,0.9506,0.5409,0,"% White: 78%, Avg Household Size: 2.3, % Seniors: 22%",Los Angeles,San Bernardino County
92320,0.7300238916910008,74236,10366,0.24561065020258538,0.21715222843912793,0.07585739197829879,0.6731622612386648,0.024310245031834845,0.2856453791240594,0.1739340150491993,2022,2.74,CALIMESA,CA,"calimesa, california",Total,Census Place,609864,Calimesa,"Calimesa city, CA",5335,R,Any Technology,1.0,1.0,1.0,1.0,0.9305,0.5385,0,"% White: 67%, % Seniors: 25%, % Hispanic: 29%",Los Angeles,Riverside County
92324,0.6704291461779168,66836,57593,0.11888597572621673,0.24320663969579637,0.15208919490414693,0.3773027972149393,0.08754536141544979,0.72998454673311,0.1078603302484677,2022,3.2,COLTON,CA,"colton, california",Total,Census Place,614890,Colton,"Colton city, CA",18832,R,Any Technology,1.0,1.0,1.0,1.0,0.9236,0.2626,1,"% Hispanic: 73%, % Bachelor Plus: 11%, Median Income: $66,836",Los Angeles,San Bernardino County
92335,0.7675753804151443,70082,96704,0.08669755129053607,0.28750620450033093,0.16170530884322662,0.2038695400397088,0.037599272005294504,0.8486929185969556,0.05784662475181999,2022,3.87,FONTANA,CA,"fontana, california",Total,Census Place,624680,Fontana,"Fontana city, CA",63565,R,Any Technology,1.0,1.0,1.0,1.0,0.9394,0.2181,1,"% Hispanic: 85%, % Bachelor Plus: 6%, Avg Household Size: 3.9",Los Angeles,San Bernardino County
92336,0.8578489229861316,116942,100571,0.09304869196885782,0.2767497588768134,0.07482320508210476,0.32086784460729234,0.10362828250688569,0.5701941911684283,0.16678764256097683,2022,3.7,FONTANA,CA,"fontana, california",Total,Census Place,624680,Fontana,"Fontana city, CA",63565,R,Any Technology,1.0,1.0,1.0,1.0,0.9394,0.2181,1,"Median Income: $116,942, Avg Household Size: 3.7, % Under 18: 28%",Los Angeles,San Bernardino County
92337,0.8197130380536494,99414,37292,0.07658479030355037,0.2546658800815188,0.08617701224136064,0.22573206049554864,0.09851978976724231,0.7286549393971897,0.10213986914083449,2022,3.87,FONTANA,CA,"fontana, california",Total,Census Place,624680,Fontana,"Fontana city, CA",63565,R,Any Technology,1.0,1.0,1.0,1.0,0.9394,0.2181,1,"% Hispanic: 73%, % Bachelor Plus: 10%, % White: 23%",Los Angeles,San Bernardino County
92344,0.8007290400972054,98533,20448,0.09878716744913928,0.2511737089201878,0.0934885768798004,0.5499804381846636,0.02137128325508607,0.6199628325508607,0.09785798122065728,2022,3.55,HESPERIA,CA,"hesperia, california",Total,Census Place,633434,Hesperia,"Hesperia city, CA",34949,R,Any Technology,1.0,1.0,1.0,1.0,0.9126,0.6948,1,"% Bachelor Plus: 10%, % Hispanic: 62%, Avg Household Size: 3.5",Los Angeles,San Bernardino County
92345,0.8037456106125634,64243,87476,0.10655494078375784,0.2933947597055192,0.19086311918170326,0.6319218985778956,0.04018245004344049,0.616614842928346,0.06000502995107229,2022,3.41,HESPERIA,CA,"hesperia, california",Total,Census Place,633434,Hesperia,"Hesperia city, CA",34949,R,Any Technology,1.0,1.0,1.0,1.0,0.9126,0.6948,1,"% Hispanic: 62%, % White: 63%, % Bachelor Plus: 6%",Los Angeles,San Bernardino County
92346,0.6871495975575909,81571,60025,0.12684714702207414,0.26052478134110785,0.13412999027922098,0.43235318617242813,0.09357767596834653,0.5531861724281549,0.14254060807996669,2022,3.31,HIGHLAND,CA,"highland, california",Total,Census Place,633588,Highland,"Highland city, CA",19060,R,Any Technology,1.0,1.0,1.0,1.0,0.9566,0.1629,1,"% Bachelor Plus: 14%, % Under 18: 26%, % Black: 9%",Los Angeles,San Bernardino County
92354,0.6393261190359075,72951,23054,0.20569098637980393,0.1886440530927388,0.14477651649521106,0.4307712327578728,0.08883490934328099,0.27231716838726466,0.2993840548277956,2022,2.73,LOMA LINDA,CA,"loma linda, california",Total,Census Place,642370,Loma Linda,"Loma Linda city, CA",11390,R,Any Technology,1.0,1.0,1.0,1.0,0.9462,0.4457,0,"% Seniors: 21%, % Hispanic: 27%, % Black: 9%",Los Angeles,San Bernardino County
92363,0.6203787195671776,39155,5447,0.2298512942904351,0.2069028823205434,0.2827205882352941,0.6377822654672297,0.030475491096016157,0.29961446667890584,0.06774371213512025,2022,2.46,NEEDLES,CA,"needles, california",Total,Census Place,650734,Needles,"Needles city, CA",3347,R,Any Technology,1.0,1.0,1.0,1.0,0.2734,0.2734,1,"% Bachelor Plus: 7%, Avg Household Size: 2.5, % White: 64%",Los Angeles,San Bernardino County
92373,0.7679308762807768,93886,33946,0.17860719967006422,0.22014375773286984,0.06884351293814278,0.6294408766865021,0.04622046780180286,0.26023684675661346,0.31953691156542746,2022,2.53,REDLANDS,CA,"redlands, california",Total,Census Place,659962,Redlands,"Redlands city, CA",31444,R,Any Technology,1.0,1.0,1.0,1.0,0.9006,0.6527,0,"Avg Household Size: 2.5, % White: 63%, Poverty Rate: 7%",Los Angeles,San Bernardino County
92374,0.8121315969842358,92821,44976,0.12306563500533618,0.23319103521878334,0.10171773444753947,0.5207443970117396,0.053183920313055855,0.4552427961579509,0.20564300960512275,2022,2.95,REDLANDS,CA,"redlands, california",Total,Census Place,659962,Redlands,"Redlands city, CA",31444,R,Any Technology,1.0,1.0,1.0,1.0,0.9006,0.6527,1,"% Bachelor Plus: 21%, % Hispanic: 46%, Poverty Rate: 10%",Los Angeles,San Bernardino County
92376,0.7379914646327068,71825,85727,0.0962123951613844,0.2755841216886162,0.14231280356575837,0.3785271851342051,0.10279141927280787,0.7921191689899332,0.05591004001073174,2022,3.86,RIALTO,CA,"rialto, california",Total,Census Place,660466,Rialto,"Rialto city, CA",31668,R,Any Technology,1.0,1.0,1.0,1.0,0.9422,0.125,1,"% Hispanic: 79%, % Bachelor Plus: 6%, Avg Household Size: 3.9",Los Angeles,San Bernardino County
92377,0.829492224095934,108973,20935,0.11225220921901123,0.25488416527346547,0.09505357826253348,0.3548125149271555,0.18117984236923812,0.6048722235490804,0.1451158347265345,2022,3.91,RIALTO,CA,"rialto, california",Total,Census Place,660466,Rialto,"Rialto city, CA",31668,R,Any Technology,1.0,1.0,1.0,1.0,0.9422,0.125,1,"Avg Household Size: 3.9, % Under 18: 25%, % Bachelor Plus: 15%",Los Angeles,San Bernardino County
92392,0.8029905873942571,73860,61859,0.10949093907111333,0.3012981134515592,0.16979594497685638,0.42535443508624454,0.1584571363908243,0.538030036049726,0.07007872742850677,2022,3.68,VICTORVILLE,CA,"victorville, california",Total,Census Place,682590,Victorville,"Victorville city, CA",45352,R,Any Technology,1.0,1.0,1.0,1.0,0.918,0.6688,1,"% Bachelor Plus: 7%, Avg Household Size: 3.7, Poverty Rate: 17%",Los Angeles,San Bernardino County
92394,0.7912395153774464,73028,39939,0.08492951751420917,0.2965272039860788,0.177753974517984,0.3720173264227948,0.20704073712411428,0.5764540924910488,0.06780340018528255,2022,3.76,VICTORVILLE,CA,"victorville, california",Total,Census Place,682590,Victorville,"Victorville city, CA",45352,R,Any Technology,1.0,1.0,1.0,1.0,0.918,0.6688,1,"% Bachelor Plus: 7%, Avg Household Size: 3.8, Poverty Rate: 18%",Los Angeles,San Bernardino County
92395,0.745030306980382,53147,48479,0.12883929123950577,0.29344664700179457,0.2056287072483278,0.5381299119206254,0.11990758885290538,0.5104065677922399,0.07786876792013037,2022,3.14,VICTORVILLE,CA,"victorville, california",Total,Census Place,682590,Victorville,"Victorville city, CA",45352,R,Any Technology,1.0,1.0,1.0,1.0,0.918,0.6688,1,"% Bachelor Plus: 8%, Median Income: $53,147, Poverty Rate: 21%",Los Angeles,San Bernardino County
92399,0.7674627496565571,87457,55236,0.16150698819610398,0.2534035773770729,0.08541685690804493,0.717991889347527,0.014428995582591064,0.3343471648924614,0.16909262075458034,2022,2.89,YUCAIPA,CA,"yucaipa, california",Total,Census Place,687042,Yucaipa,"Yucaipa city, CA",21982,R,Any Technology,1.0,1.0,1.0,1.0,0.9373,0.5541,0,"% White: 72%, % Under 18: 25%, % Bachelor Plus: 17%",Los Angeles,San Bernardino County
92401,0.5208333333333334,41447,2060,0.13640776699029125,0.2650485436893204,0.30464547677261616,0.2898058252427185,0.308252427184466,0.5140776699029126,0.04611650485436893,2022,2.84,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Bachelor Plus: 5%, % White: 29%, Median Income: $41,447",Los Angeles,San Bernardino County
92404,0.6808713122554721,62318,64090,0.0975503198626931,0.2866281791231081,0.19017308766052485,0.4160711499453893,0.11711655484474957,0.6536121079731627,0.05829302543298487,2022,3.34,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Hispanic: 65%, % Bachelor Plus: 6%, Median Income: $62,318",Los Angeles,San Bernardino County
92405,0.7286978777860723,55282,31550,0.07673534072900158,0.321838351822504,0.2204433892649748,0.4064025356576862,0.12247226624405705,0.661838351822504,0.07432646592709984,2022,3.35,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Hispanic: 66%, % Bachelor Plus: 7%, Median Income: $55,282",Los Angeles,San Bernardino County
92407,0.8100992907801419,83724,67207,0.07841445087565284,0.28080408290803044,0.14035471521212595,0.44206704658740903,0.10591158659068252,0.6567768238427545,0.10409629949261237,2022,3.63,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Hispanic: 66%, % Bachelor Plus: 10%, Avg Household Size: 3.6",Los Angeles,San Bernardino County
92408,0.5993012631013168,57793,12478,0.1096329539990383,0.2417054015066517,0.20788818378986265,0.37121333547042795,0.05682000320564193,0.5960891168456484,0.10105786183683282,2022,3.25,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Bachelor Plus: 10%, Poverty Rate: 21%, Median Income: $57,793",Los Angeles,San Bernardino County
92410,0.5191358947525788,50477,48398,0.09847514360097524,0.29214017108144963,0.23158410776707306,0.33162527377164347,0.09944625810983924,0.7688540848795404,0.03607587090375635,2022,3.48,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Hispanic: 77%, % Bachelor Plus: 4%, Avg Household Size: 3.5",Los Angeles,San Bernardino County
92411,0.4781619654231119,54053,26915,0.09790079881107189,0.29793795281441576,0.261492850977596,0.2833735835036225,0.09418539847668586,0.8250417982537619,0.03990339959130596,2022,4.03,SAN BERNARDINO,CA,"san bernardino, california",Total,Census Place,665000,San Bernardino,"San Bernardino city, CA",74431,R,Any Technology,1.0,1.0,1.0,1.0,0.8869,0.5124,1,"% Hispanic: 83%, % Bachelor Plus: 4%, % White: 28%",Los Angeles,San Bernardino County
92501,0.7890556045895851,78750,22136,0.10498735092157571,0.22858691723888688,0.11861707111402604,0.47343693530899894,0.05479761474521142,0.6159197687025659,0.11727502710516806,2022,3.12,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,1,"% Hispanic: 62%, % Bachelor Plus: 12%, % Seniors: 10%",Los Angeles,Riverside County
92503,0.7822307472554381,87042,88617,0.11352223613979259,0.2632903393254116,0.11573498728750756,0.43519866391324463,0.0339212566437591,0.6234018303485788,0.11731383368879561,2022,3.58,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,1,"% Hispanic: 62%, % Bachelor Plus: 12%, Avg Household Size: 3.6",Los Angeles,Riverside County
92504,0.757558543205201,83139,57636,0.14345200916094109,0.21930737733361094,0.11559036011691391,0.48384690124227914,0.07491845374418767,0.5522069539870914,0.1285654799083906,2022,3.44,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,1,"Avg Household Size: 3.4, % Bachelor Plus: 13%, Median Income: $83,139",Los Angeles,Riverside County
92505,0.8100390952247976,81217,52696,0.10723774100500987,0.24740018217701534,0.1124280848934983,0.4283626840746926,0.059757856383786244,0.6027971762562624,0.1251328374070138,2022,3.61,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,1,"Avg Household Size: 3.6, % Under 18: 25%, % Bachelor Plus: 13%",Los Angeles,Riverside County
92506,0.8650181023293941,115246,44344,0.14897167598773228,0.24452011546094174,0.0949919150971327,0.6320810030669313,0.04345570990438391,0.38920710806422515,0.24084430813638824,2022,2.98,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,0,"% White: 63%, Median Income: $115,246, % Hispanic: 39%",Los Angeles,Riverside County
92507,0.7633961619497751,67203,60949,0.0721750972124235,0.1899785066202891,0.1930238808262305,0.3421877307256887,0.07699880227731382,0.525865887873468,0.1418398989318939,2022,2.95,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,1,"Median Income: $67,203, Poverty Rate: 19%, % Bachelor Plus: 14%",Los Angeles,Riverside County
92508,0.8739906290499452,141449,36500,0.11586301369863014,0.2614794520547945,0.04659517867427255,0.5061369863013698,0.07778082191780822,0.37402739726027395,0.21616438356164383,2022,3.62,RIVERSIDE,CA,"riverside, california",Total,Census Place,662000,Riverside,"Riverside city, CA",115598,R,Any Technology,1.0,1.0,1.0,1.0,0.9167,0.2347,0,"Median Income: $141,449, Avg Household Size: 3.6, % Under 18: 26%",Los Angeles,Riverside County
92509,0.7478575116159009,89640,80325,0.10727668845315905,0.26310613134142546,0.10713567080839076,0.36749455337690634,0.031795829442888265,0.7448366013071895,0.07543106131341426,2022,4.1,JURUPA VALLEY,CA,"jurupa valley, california",Total,Census Place,637692,Jurupa Valley,"Jurupa Valley city, CA",31343,R,Any Technology,1.0,1.0,1.0,1.0,0.9459,0.2335,1,"% Hispanic: 74%, % Bachelor Plus: 8%, Avg Household Size: 4.1",Los Angeles,Riverside County
92530,0.7832731648616125,77569,58249,0.09481707840477949,0.27837387766313587,0.11802139589281414,0.43403320228673453,0.04212947861765867,0.61017356521142,0.09952102182011709,2022,3.5,LAKE ELSINORE,CA,"lake elsinore, california",Total,Census Place,639486,Lake Elsinore,"Lake Elsinore city, CA",24202,R,Any Technology,1.0,1.0,1.0,1.0,0.9311,0.7588,1,"% Bachelor Plus: 10%, Avg Household Size: 3.5, % Under 18: 28%",Los Angeles,Riverside County
92532,0.8579717457114027,107765,27454,0.08818387120273913,0.28545931376120054,0.07992409036166563,0.5652363954250746,0.08108108108108109,0.3717491075981642,0.17862606541851825,2022,3.46,LAKE ELSINORE,CA,"lake elsinore, california",Total,Census Place,639486,Lake Elsinore,"Lake Elsinore city, CA",24202,R,Any Technology,1.0,1.0,1.0,1.0,0.9311,0.7588,1,"Avg Household Size: 3.5, % Under 18: 29%, % Bachelor Plus: 18%",Los Angeles,Riverside County
92543,0.7212944407333185,43881,38403,0.20678072025622998,0.2506835403484103,0.25724389085343324,0.5385516756503398,0.08876910658021508,0.5188657136161238,0.0740827539515142,2022,2.82,HEMET,CA,"hemet, california",Total,Census Place,633182,Hemet,"Hemet city, CA",37775,R,Any Technology,1.0,1.0,1.0,1.0,0.9514,0.6166,1,"% Bachelor Plus: 7%, Median Income: $43,881, Poverty Rate: 26%",Los Angeles,Riverside County
92544,0.7384216376435717,63579,51567,0.1501929528574476,0.26994007795683284,0.17278419096067305,0.620784610312797,0.060251711365795955,0.47734015940427016,0.08272732561521903,2022,3.15,HEMET,CA,"hemet, california",Total,Census Place,633182,Hemet,"Hemet city, CA",37775,R,Any Technology,1.0,1.0,1.0,1.0,0.9514,0.6166,1,"% Bachelor Plus: 8%, % White: 62%, Median Income: $63,579",Los Angeles,Riverside County
92545,0.7281528662420382,56193,45219,0.25646299122050464,0.2254804396382052,0.10648075850529838,0.5829850284172582,0.07857316614697361,0.47192551803445454,0.10628275724805944,2022,2.86,HEMET,CA,"hemet, california",Total,Census Place,633182,Hemet,"Hemet city, CA",37775,R,Any Technology,1.0,1.0,1.0,1.0,0.9514,0.6166,1,"% Bachelor Plus: 11%, Median Income: $56,193, % Seniors: 26%",Los Angeles,Riverside County
92551,0.8028506407953049,91579,36326,0.07074822441226669,0.26680614435941197,0.11972103835722588,0.23245058635687937,0.1907724494852172,0.6661619776468645,0.08899961460111215,2022,4.34,MORENO VALLEY,CA,"moreno valley, california",Total,Census Place,649270,Moreno Valley,"Moreno Valley city, CA",62051,R,Any Technology,1.0,1.0,1.0,1.0,0.9594,0.5907,1,"% Hispanic: 67%, % Bachelor Plus: 9%, % White: 23%",Los Angeles,Riverside County
92553,0.7252219698533967,67254,73945,0.08761917641490297,0.28841706673879236,0.1700989533000313,0.1926567043072554,0.1540739738995199,0.6837108661843262,0.07163432280749206,2022,3.79,MORENO VALLEY,CA,"moreno valley, california",Total,Census Place,649270,Moreno Valley,"Moreno Valley city, CA",62051,R,Any Technology,1.0,1.0,1.0,1.0,0.9594,0.5907,1,"% Hispanic: 68%, % Bachelor Plus: 7%, % White: 19%",Los Angeles,Riverside County
92555,0.8196197061365601,105490,44923,0.11181354762593772,0.25094049818578457,0.07979759532498937,0.32709302584422234,0.20646439463081273,0.49567036929857755,0.14976737973866394,2022,3.87,MORENO VALLEY,CA,"moreno valley, california",Total,Census Place,649270,Moreno Valley,"Moreno Valley city, CA",62051,R,Any Technology,1.0,1.0,1.0,1.0,0.9594,0.5907,1,"Avg Household Size: 3.9, % Under 18: 25%, % Bachelor Plus: 15%",Los Angeles,Riverside County
92557,0.8163347685683531,89629,54936,0.10432139216542886,0.26094000291248,0.1189872952926489,0.3059924275520606,0.16881462064948302,0.5385721566914228,0.11628076306975389,2022,3.68,MORENO VALLEY,CA,"moreno valley, california",Total,Census Place,649270,Moreno Valley,"Moreno Valley city, CA",62051,R,Any Technology,1.0,1.0,1.0,1.0,0.9594,0.5907,1,"% Bachelor Plus: 12%, Avg Household Size: 3.7, % Under 18: 26%",Los Angeles,Riverside County
92562,0.8434044616876819,108595,64155,0.14012937417192736,0.2685838983711324,0.06864941943369322,0.6474320006234899,0.044579533941236066,0.35213155638687554,0.190117683734705,2022,3.1,MURRIETA,CA,"murrieta, california",Total,Census Place,650076,Murrieta,"Murrieta city, CA",43803,R,Any Technology,1.0,1.0,1.0,1.0,0.9511,0.7325,0,"% White: 65%, % Under 18: 27%, Poverty Rate: 7%",Los Angeles,Riverside County
92563,0.8761797752808989,112347,78139,0.11395078002022038,0.27426765123689834,0.052873862158647596,0.4978691818426138,0.07319008433688683,0.32585520674695095,0.18591228451861427,2022,3.45,MURRIETA,CA,"murrieta, california",Total,Census Place,650076,Murrieta,"Murrieta city, CA",43803,R,Any Technology,1.0,1.0,1.0,1.0,0.9511,0.7325,1,"Median Income: $112,347, Avg Household Size: 3.5, % Under 18: 27%",Los Angeles,Riverside County
92570,0.7290750436300174,75249,58275,0.09731445731445731,0.27564135564135567,0.14102097732508792,0.2904676104676105,0.03979407979407979,0.7875933075933076,0.05178893178893179,2022,4.04,PERRIS,CA,"perris, california",Total,Census Place,656700,Perris,"Perris city, CA",22297,R,Any Technology,1.0,1.0,1.0,1.0,0.9263,0.7718,1,"% Hispanic: 79%, % Bachelor Plus: 5%, % White: 29%",Los Angeles,Riverside County
92571,0.8171631000578369,81884,59896,0.06746694270068118,0.305245759316148,0.12339910585229756,0.22559102444236676,0.10367971149993321,0.7809369573928142,0.060454788299719515,2022,4.32,PERRIS,CA,"perris, california",Total,Census Place,656700,Perris,"Perris city, CA",22297,R,Any Technology,1.0,1.0,1.0,1.0,0.9263,0.7718,1,"% Hispanic: 78%, % Bachelor Plus: 6%, % White: 23%",Los Angeles,Riverside County
92582,0.8087222647283856,88850,21961,0.07408587951368335,0.32748964072674286,0.1376410912580542,0.35271617868038796,0.1026820272300897,0.6104913255316242,0.0811893811757206,2022,4.19,SAN JACINTO,CA,"san jacinto, california",Total,Census Place,667112,San Jacinto,"San Jacinto city, CA",17696,R,Any Technology,1.0,1.0,1.0,1.0,0.9224,0.737,1,"% Hispanic: 61%, % Bachelor Plus: 8%, Avg Household Size: 4.2",Los Angeles,Riverside County
92583,0.7178515007898895,60352,33781,0.1474793522986294,0.2683757141588467,0.19241826965825898,0.4742014742014742,0.05778396139841923,0.5908646872502294,0.076907137148101,2022,3.43,SAN JACINTO,CA,"san jacinto, california",Total,Census Place,667112,San Jacinto,"San Jacinto city, CA",17696,R,Any Technology,1.0,1.0,1.0,1.0,0.9224,0.737,1,"% Bachelor Plus: 8%, Avg Household Size: 3.4, Median Income: $60,352",Los Angeles,Riverside County
